Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2022,42,37,,,,99,Napa,Napa Valley Unified,New Technology High,Napa
2022,4,2,,,,99,San Joaquin,Tracy Joint Unified,George and Evelyn Stein Continuation,Tracy
2023,13,9,,,,99,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,La Selva Beach
2022,58,58,58,58,11,99,Sonoma,Cotati-Rohnert Park Unified,Credo High,Rohnert Park
2022,83,69,75,64,42,98,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,Los Angeles
2022,85,83,83,81,63,98,Los Angeles,Los Angeles Unified,Rise Kohyang High,Los Angeles
2023,50,49,48,48,20,98,Los Angeles,Santa Monica-Malibu Unified,Malibu High,Malibu
2022,79,78,78,78,12,98,Los Angeles,William S. Hart Union High,Academy of the Canyons,Santa Clarita
2023,57,53,49,46,28,98,Mariposa,Mariposa County Unified,Mariposa County High,Mariposa
2022,66,64,59,57,26,98,Mariposa,Mariposa County Unified,Mariposa County High,Mariposa
2022,92,89,92,89,31,98,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,Apple Valley
2023,4,1,4,1,,98,San Joaquin,New Jerusalem Elementary,Delta Keys Charter,Lathrop
2023,58,52,58,52,37,98,San Mateo,Sequoia Union High,Summit Preparatory Charter High,Redwood City
2022,25,25,23,23,14,98,Shasta,Shasta Union High,Shasta Collegiate Academy,Redding
2023,45,39,45,39,19,98,Solano,Vallejo City Unified,MIT Academy,Vallejo
2022,4,3,2,2,,98,Yolo,Woodland Joint Unified,Cache Creek High (Continuation),Yolo
2022,4,3,2,2,,97,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Livermore
2023,33,24,31,24,15,97,Alameda,Oakland Unified,"Independent Study, Sojourner Truth",Oakland
2022,62,55,61,54,27,97,Los Angeles,Long Beach Unified,Richard D. Browning High,Long Beach
2022,84,74,81,73,57,97,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,Los Angeles
2022,87,81,84,80,71,97,Los Angeles,Los Angeles Unified,UCLA Community K-12,Los Angeles
2022,66,63,63,60,34,97,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,South Gate
2022,88,83,87,83,73,97,Los Angeles,Los Angeles Unified,Ednovate - Brio College Prep,Los Angeles
2022,6,5,6,5,3,97,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,North Hollywood
2023,18,15,18,15,6,97,Merced,Merced County Office of Education,Valley Merced Community,Merced
2022,17,12,17,12,4,97,Merced,Merced County Office of Education,Valley Merced Community,Merced
2022,15,12,11,11,5,97,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),Grass Valley
2022,71,67,71,67,47,97,San Diego,Chula Vista Elementary,Chula Vista Learning Community Charter,San Diego
2023,78,72,78,72,46,97,San Diego,San Diego Unified,High Tech High International,San Diego
2023,10,4,,,,96,Alameda,San Leandro Unified,Lincoln High (Continuation),San Leandro
2023,47,44,47,44,14,96,Butte,Chico Unified,Inspire School of Arts and Sciences,Chico
2023,90,87,85,83,33,96,Los Angeles,Long Beach Unified,Eunice Sato Academy of Math & Science,Long Beach
2022,87,85,85,84,32,96,Los Angeles,Long Beach Unified,Eunice Sato Academy of Math & Science,Long Beach
2023,105,102,94,91,71,96,Los Angeles,Los Angeles Unified,Robert Fulton College Preparatory,Van Nuys
2023,102,94,95,91,71,96,Riverside,Perris Union High,California Military Institute,Perris
2022,36,34,32,31,16,96,Sacramento,San Juan Unified,El Sereno Alternative Education,Fair Oaks
2023,80,77,80,77,24,96,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,Apple Valley
2022,88,78,88,78,66,96,San Diego,San Diego Unified,e3 Civic High,San Diego
2023,63,61,63,61,31,96,San Diego,Oceanside Unified,Pacific View Charter,Oceanside
2023,86,83,86,83,46,96,San Joaquin,Stockton Unified,Aspire Langston Hughes Academy,Stockton
2023,97,89,89,84,56,95,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,Los Angeles
2022,95,91,94,90,69,95,Los Angeles,Compton Unified,Compton Early College High,Comtpon
2023,92,83,92,83,67,95,Orange,Orange County Department of Education,Ednovate - Legacy College Prep.,Santa Ana
2022,24,24,24,24,8,95,San Diego,Dehesa Elementary,Pacific Coast Academy,Duarte
2023,91,91,91,91,46,95,San Diego,SBC - High Tech High,High Tech High North County,San Marcos
2022,,,,,,95,San Mateo,South San Francisco Unified,Baden High (Continuation),So San Francisco
2023,31,24,29,23,9,95,Santa Clara,East Side Union High,Pegasus High,San Jose
2023,71,63,71,63,46,95,Santa Clara,East Side Union High,Latino College Preparatory Academy,San Jose
2022,39,29,37,29,,95,Santa Clara,Morgan Hill Unified,Central High (Continuation),Morgan Hill
2022,,,,,,94,Alameda,Oakland Unified,Oakland Charter High,Oakland
2023,61,56,53,49,37,94,Colusa,Williams Unified,Williams Junior/Senior High,Williams
2022,13,10,13,10,5,94,Contra Costa,Antioch Unified,Prospects High (Alternative),Antioch
2022,67,63,64,61,38,94,Contra Costa,West Contra Costa Unified,Summit Public School: Tamalpais,Richmond
2022,10,4,6,3,,94,Kern,Kern High,Vista Continuation High,Bakersfield
2023,111,109,107,106,77,94,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,South Gate
2023,25,23,22,21,4,94,Orange,Tustin Unified,Hillview High (Continuation),Santa Ana
2022,20,17,19,17,6,94,Riverside,Murrieta Valley Unified,Murrieta Canyon Academy,Murrieta
2023,66,59,63,56,29,94,Sacramento,River Delta Joint Unified,Rio Vista High,Rio Vista
2023,58,56,58,56,36,94,San Bernardino,San Bernardino City Unified,Options for Youth-San Bernardino,San Bernardino
2023,70,56,64,51,32,94,San Diego,Mountain Empire Unified,Mountain Empire High,Pine Valley
2023,99,91,92,85,65,94,San Joaquin,Stockton Unified,Health Careers Academy,Stockton
2022,58,54,57,54,19,94,Solano,Vacaville Unified,Buckingham Collegiate Charter Academy,Vacaville
2023,33,32,33,32,9,93,Butte,Butte County Office of Education,CORE Butte Charter,Chico
2023,31,29,30,29,10,93,Fresno,Westside Elementary,Yosemite Valley Charter,Fresno
2023,43,43,42,42,11,93,Fresno,Sierra Unified,Sierra High,Tollhouse
2023,6,4,,,,93,Kern,Wasco Union High,Wasco Independence High,Wasco
2022,8,8,,,,93,Los Angeles,Burbank Unified,Monterey High (Continuation),Burbank
2022,75,72,75,72,57,93,Los Angeles,Los Angeles Unified,Central City Value,Los Angeles
2022,77,67,74,66,38,93,Los Angeles,Los Angeles Unified,East Valley Senior High,Los Angeles
2022,71,59,70,59,35,93,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,Los Angeles
2022,65,60,65,60,49,93,Los Angeles,Los Angeles Unified,New Open World Academy K-12,Los Angeles
2022,32,30,29,27,19,93,Los Angeles,Pomona Unified,Palomares Academy of Health Science,Pomona
2023,88,88,85,85,20,93,Los Angeles,William S. Hart Union High,Academy of the Canyons,Santa Clarita
2023,23,20,20,19,1,93,Orange,Santa Ana Unified,REACH Academy,Santa Ana
2023,24,21,20,17,4,93,Riverside,Murrieta Valley Unified,Murrieta Canyon Academy,Murrieta
2023,13,11,8,7,2,93,San Diego,Vista Unified,Alta Vista High (Continuation),Vista
2022,76,73,76,73,40,93,San Diego,SBC - High Tech High,High Tech High North County,San Marcos
2022,89,87,87,86,37,93,San Diego,SBC - High Tech High,High Tech High Mesa,San Diego
2022,77,71,77,71,35,93,San Joaquin,Stockton Unified,Aspire Langston Hughes Academy,Stockton
2022,4,2,4,2,,93,San Joaquin,Stockton Unified,Jane Frederick High,Stockton
2022,3,2,3,2,,93,San Mateo,Jefferson Elementary,California Virtual Academy San Mateo,Simi Valley
2023,59,55,59,55,8,93,Santa Clara,Santa Clara County Office of Education,Summit Public School: Denali,Sunnyvale
2023,50,46,45,42,20,93,Trinity,Trinity Alps Unified,Trinity High,Weaverville
2022,37,30,33,27,21,93,Tulare,Porterville Unified,Strathmore High,Porterville
2023,35,33,30,29,11,93,Tuolumne,Summerville Union High,Summerville High,Tuolumne
2023,83,70,79,69,52,92,Alameda,Oakland Unified,Madison Park Academy 6-12,Oakland
2023,81,77,80,77,54,92,Imperial,Calipatria Unified,Calipatria High,Calipatria
2022,91,88,90,87,29,92,Los Angeles,Los Angeles Unified,Middle College High,Los Angeles
2023,88,77,83,74,55,92,Los Angeles,Los Angeles Unified,New Open World Academy K-12,Los Angeles
2022,81,75,81,75,45,92,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,Long Beach
2023,93,92,91,91,66,92,Los Angeles,Los Angeles Unified,Sun Valley Magnet,Sun Valley
2023,35,34,35,34,16,92,Sacramento,Twin Rivers Unified,Heritage Peak Charter,North Highlands
2022,,,,,,92,San Bernardino,San Bernardino City Unified,Provisional Accelerated Learning Academy,San Bernardino
2022,13,12,11,11,,92,San Joaquin,Manteca Unified,Calla High,Manteca
2023,1,1,1,1,1,92,San Joaquin,New Jerusalem Elementary,Insight @ San Joaquin,Simi Valley
2022,89,82,86,80,56,92,San Joaquin,Stockton Unified,Weber Institute,Stockton
2023,24,17,20,14,7,92,Santa Clara,Santa Clara Unified,New Valley Continuation High,Santa Clara
2023,53,52,49,49,24,92,Sonoma,Cloverdale Unified,Cloverdale High,Cloverdale
2023,10,7,6,3,,92,Yolo,Woodland Joint Unified,Cache Creek High (Continuation),Yolo
2022,77,71,77,71,35,91,Contra Costa,Contra Costa County Office of Education,Summit Public School K2,El Cerrito
2023,42,37,,,,91,Contra Costa,John Swett Unified,John Swett High,Crockett
2022,39,38,39,38,9,91,El Dorado,Buckeye Union Elementary,Cottonwood,El Dorado Hills
2023,18,16,18,16,9,91,Los Angeles,Gorman Joint,Gorman Learning Center,Redlands
2023,100,95,98,93,71,91,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,San Fernando
2023,89,75,81,71,47,91,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,Harbor City
2023,85,70,85,70,60,91,Los Angeles,Los Angeles Unified,PUC Community Charter Middle and PUC Community Charter Early College High,Lakeview Terrace
2023,25,21,22,19,9,91,Madera,Madera Unified,Mountain Vista High,Madera
2023,82,78,82,78,59,91,Riverside,San Jacinto Unified,San Jacinto Valley Academy,San Jacinto
2022,22,21,20,19,4,91,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),Sacramento
2023,83,79,77,73,43,91,Sacramento,Natomas Unified,Leroy Greene Academy,Sacramento
2023,51,46,45,40,19,91,San Joaquin,New Jerusalem Elementary,Delta Charter,Tracy
2023,85,80,85,80,55,90,Alameda,Oakland Unified,AIMS College Prep High,Oakland
2023,56,50,56,50,44,90,Alameda,Oakland Unified,ARISE High,Oakland
2022,41,32,41,32,25,90,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,Oakland
2023,15,15,11,11,5,90,Alameda,Oakland Unified,Dewey Academy High,Oakland
2022,83,70,81,70,45,90,Alameda,Oakland Unified,Madison Park Academy 6-12,Oakland
2022,72,68,72,68,41,90,Orange,Santa Ana Unified,Nova Academy Early College High,Santa Ana
2022,58,54,58,54,36,90,Santa Clara,East Side Union High,ACE Charter High,San Jose
2023,49,48,46,45,21,90,Sutter,East Nicolaus Joint Union High,East Nicolaus High,Nicolaus
2023,91,73,83,67,51,89,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,Los Angeles
2022,22,22,21,21,8,89,Los Angeles,William S. Hart Union High,Learning Post Academy (Alternative),Valencia
2022,5,5,5,5,3,89,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,Los Angeles
2023,13,10,12,9,4,89,Orange,Capistrano Unified,Capistrano Union High,San Juan Capo
2022,89,87,88,86,71,89,Orange,Santa Ana Unified,Middle College High,Santa Ana
2022,12,9,11,8,,89,Riverside,Beaumont Unified,Glen View High,Beaumont
2022,31,30,28,27,11,89,Sacramento,Twin Rivers Unified,Heritage Peak Charter,North Highlands
2022,17,17,17,17,2,89,San Bernardino,Morongo Unified,Black Rock Alternative/Continuation,Yucca Valley
2023,50,45,50,45,23,89,San Bernardino,Victor Valley Union High,Options for Youth-Victor Valley Charter,Victorville
2022,4,1,,,,89,San Bernardino,Upland Unified,Hillside High,Upland
2023,22,21,22,21,9,89,San Joaquin,Lodi Unified,Rio Valley Charter,Lodi
2023,81,69,75,64,50,89,San Joaquin,Stockton Unified,Weber Institute,Stockton
2022,63,56,63,56,36,89,San Mateo,Sequoia Union High,Everest Public High,Redwood City
2023,6,5,,,,89,San Mateo,South San Francisco Unified,Baden High (Continuation),So San Francisco
2023,58,57,58,57,12,89,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,Santa Cruz
2023,73,73,73,73,58,88,Contra Costa,Contra Costa County Office of Education,Making Waves Academy,Richmond
2022,7,5,6,4,,88,Contra Costa,Antioch Unified,Live Oak High (Continuation),Antioch
2023,5,5,2,2,,88,El Dorado,El Dorado Union High,Independence Continuation,Placerville
2023,73,70,70,67,28,88,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,Pomona
2023,44,33,39,32,13,88,Los Angeles,Los Angeles Unified,Central High,Los Angeles
2023,80,66,76,63,34,88,Los Angeles,Pomona Unified,Fremont Academy of Engineering and Design,Pomona
2022,24,21,24,21,14,88,Madera,Madera Unified,Mountain Vista High,Madera
2023,54,49,47,45,24,88,Mendocino,Willits Unified,Willits High,Willits
2023,18,12,,,,88,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),Grass Valley
2023,28,26,22,21,4,88,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),Sacramento
2022,14,10,12,9,1,88,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,Sacramento
2023,32,28,25,24,1,88,San Bernardino,Morongo Unified,Black Rock Alternative/Continuation,Yucca Valley
2022,73,73,73,73,40,88,San Diego,San Diego Unified,High Tech High International,San Diego
2023,81,75,81,75,47,88,San Diego,San Diego Unified,High Tech High Media Arts,San Diego
2022,57,50,52,47,12,88,San Diego,Bonsall Unified,Bonsall High,Bonsall
2023,79,76,79,76,57,88,Santa Clara,East Side Union High,Luis Valdez Leadership Academy,San Jose
2022,47,46,44,43,16,88,Sonoma,Cotati-Rohnert Park Unified,Technology High,Rohnert Park
2022,38,32,37,31,16,87,Alameda,Oakland Unified,Oakland International High,Oakland
2022,57,45,57,45,21,87,Fresno,Westside Elementary,Crescent View South II,Fresno
2023,77,73,54,53,39,87,Fresno,Golden Plains Unified,Tranquillity High,Tranquillity
2022,63,62,63,62,34,87,Los Angeles,Los Angeles Unified,High Tech LA,Lake Balboa
2023,97,97,92,92,30,87,Los Angeles,Los Angeles Unified,Middle College High,Los Angeles
2022,104,103,104,103,66,87,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,South Gate
2022,78,67,78,67,54,87,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,Los Angeles
2023,88,83,88,83,60,87,Los Angeles,Los Angeles Unified,PUC Lakeview Charter High,San Fernando
2022,80,73,77,71,53,87,Los Angeles,Montebello Unified,Applied Technology Center,Montebello
2022,56,55,56,55,16,87,Riverside,Temecula Valley Unified,Temecula Preparatory,Winchester
2022,,,,,,87,Sacramento,California Education Authority (CEA) Headquarters,N.A. Chaderjian High,Stockton
2022,80,73,80,73,67,87,Sacramento,Sacramento City Unified,Sacramento Charter High,Sacramento
2022,62,57,60,56,29,87,San Diego,San Diego Unified,Kearny College Connections,San Diego
2022,78,76,78,76,46,87,San Diego,San Diego Unified,High Tech High Media Arts,San Diego
2023,11,9,10,9,2,87,San Joaquin,Lodi Unified,Independence,Lodi
2022,11,11,6,6,2,87,San Luis Obispo,Lucia Mar Unified,Lopez Continuation High,Arroyo Grande
2023,60,47,60,47,39,87,San Mateo,Sequoia Union High,Everest Public High,Redwood City
2022,22,18,18,17,4,87,Santa Barbara,Santa Barbara Unified,La Cuesta Continuation High,Santa Barbara
2023,15,12,8,7,3,87,Santa Clara,Santa Clara Unified,Wilson Alternative,Santa Clara
2023,75,73,70,70,22,87,Yolo,Davis Joint Unified,Da Vinci Charter Academy,Davis
2022,14,13,13,13,2,87,Yuba,Marysville Joint Unified,South Lindhurst Continuation High,Olivehurst
2022,51,50,49,49,21,86,Colusa,Colusa Unified,Colusa High,Colusa
2022,68,60,63,56,36,86,Los Angeles,Inglewood Unified,City Honors International Preparatory High,Inglewood
2023,50,47,50,47,44,86,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,Los Angeles
2022,43,33,43,33,28,86,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,Los Angeles
2023,12,12,12,12,6,86,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,North Hollywood
2023,9,9,7,7,1,86,Los Angeles,West Covina Unified,Coronado High (Continuation),West Covina
2022,13,12,9,9,,86,Marin,San Rafael City High,Madrone High Continuation,San Rafael
2023,85,83,85,83,64,86,Orange,Santa Ana Unified,Middle College High,Santa Ana
2022,29,25,25,23,3,86,Riverside,Coachella Valley Unified,La Familia Continuation High,Thermal
2022,18,17,18,17,9,86,San Joaquin,Lodi Unified,Rio Valley Charter,Lodi
2023,24,15,,,,86,San Joaquin,Tracy Joint Unified,George and Evelyn Stein Continuation,Tracy
2023,19,17,15,14,7,86,San Luis Obispo,Lucia Mar Unified,Lopez Continuation High,Arroyo Grande
2022,49,49,1,1,,86,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,Santa Cruz
2022,12,8,,,,86,Ventura,Simi Valley Unified,Apollo High,Simi Valley
2022,48,44,48,44,32,85,Alameda,Oakland Unified,ARISE High,Oakland
2022,9,5,,,,85,Alameda,San Leandro Unified,Lincoln High (Continuation),San Leandro
2022,11,8,,,,85,Butte,Chico Unified,Fair View High (Continuation),Chico
2022,82,80,82,80,63,85,Contra Costa,Contra Costa County Office of Education,Making Waves Academy,Richmond
2022,57,52,49,45,23,85,Contra Costa,John Swett Unified,John Swett High,Crockett
2022,31,30,30,29,16,85,Lake,Lakeport Unified,Clear Lake High,Lakeport
2023,87,81,84,80,47,85,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,San Fernando
2023,40,33,31,27,5,85,Los Angeles,Los Angeles Unified,Jane Addams Continuation,Granada Hills
2022,66,59,66,59,32,85,Los Angeles,Pomona Unified,Village Academy High School at Indian Hill,Pomona
2022,26,23,25,23,9,85,Mono,Mammoth Unified,Mammoth High,Mammoth Lakes
2023,84,83,84,83,41,85,Riverside,Hemet Unified,Western Center Academy,Hemet
2023,30,30,30,30,10,85,San Bernardino,Lucerne Valley Unified,Granite Mountain Charter,Lucerne Valley
2022,68,62,66,62,19,85,San Diego,San Diego Unified,Kearny School of Biomedical Science and Technology,San Diego
