Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2023,31,29,31,29,13,126,San Diego,Dehesa Elementary,Cabrillo Point Academy,El Cajon
2023,57,56,57,56,15,126,San Diego,Oceanside Unified,Coastal Academy Charter,Oceanside
2022,111,107,111,107,27,126,San Mateo,Jefferson Union High,Summit Public School: Shasta,Daly City
2023,97,96,97,96,9,126,San Mateo,San Mateo Union High,Design Tech High,Redwood Shores
2023,90,81,85,78,40,125,Humboldt,Northern Humboldt Union High,McKinleyville High,Mckinleyville
2023,76,67,69,61,31,125,Lake,Kelseyville Unified,Kelseyville High,Kelseyville
2022,12,10,10,9,2,125,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),Covina
2023,118,115,118,115,102,125,Los Angeles,Lawndale Elementary,Environmental Charter High - Lawndale,Lawndale
2023,107,100,101,95,68,125,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,South Gate
2022,17,16,,,,125,Orange,Huntington Beach Union High,Coast High,Huntington Beach
2023,27,23,22,18,2,125,Orange,Orange Unified,Richland Continuation High,Orange
2022,75,66,65,59,24,125,Placer,Roseville Joint Union High,Independence High (Alternative),Roseville
2023,,,,,,125,San Francisco,San Francisco Unified,Five Keys Independence HS (SF Sheriff's),San Francisco
2023,51,45,43,39,11,125,Santa Clara,Gilroy Unified,Mt. Madonna High,Gilroy
2023,122,120,122,120,14,124,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Wilmington
2023,127,124,121,119,84,124,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",South Gate
2022,121,117,118,114,92,124,Los Angeles,Los Angeles Unified,Ednovate - Esperanza College Prep,Los Angeles
2022,67,56,66,55,42,124,Merced,Gustine Unified,Gustine High,Gustine
2023,7,7,5,5,1,124,San Bernardino,Snowline Joint Unified,Chaparral High,Phelan
2023,62,61,54,53,18,124,San Mateo,Jefferson Union High,Oceana High,Pacifica
2023,65,62,65,62,26,124,Santa Cruz,San Lorenzo Valley Unified,Ocean Grove Charter,Placerville
2022,54,50,51,48,16,123,Amador,Amador County Unified,Amador High,Sutter Creek
2023,92,90,92,90,61,123,Los Angeles,Wiseburn Unified,Da Vinci Communications,El Segundo
2023,19,14,14,12,5,123,San Bernardino,Upland Unified,Hillside High,Upland
2023,30,26,27,25,12,123,Santa Clara,Campbell Union High,Boynton High,San Jose
2023,14,13,9,9,3,123,Santa Clara,San Jose Unified,Liberty (Alternative),San Jose
2023,95,88,95,88,60,123,Santa Clara,San Jose Unified,Downtown College Preparatory,San Jose
2023,105,100,102,99,23,123,Shasta,Shasta Union High,University Preparatory,Redding
2023,36,33,36,33,18,122,Fresno,Fresno Unified,Carter G. Woodson Public Charter,Fresno
2023,22,20,19,18,2,122,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Cerritos
2022,104,87,100,84,55,122,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,Los Angeles
2023,53,48,44,43,21,122,Madera,Yosemite Unified,Yosemite High,Oakhurst
2022,53,50,46,44,29,122,Madera,Yosemite Unified,Yosemite High,Oakhurst
2023,68,63,56,54,41,122,Sacramento,San Juan Unified,San Juan High,Citrus Heights
2022,111,108,111,108,70,122,San Diego,San Diego Unified,The O'Farrell Charter,San Diego
2022,90,86,90,86,43,122,San Francisco,San Francisco Unified,Gateway High,San Francisco
2022,69,58,69,58,25,122,Solano,Vallejo City Unified,MIT Academy,Vallejo
2022,10,9,8,8,2,122,Stanislaus,Modesto City High,Robert Elliott Alternative Education Center,Modesto
2022,23,20,18,16,4,121,Los Angeles,Bellflower Unified,Somerset High,Bellflower
2022,94,84,94,84,48,121,Los Angeles,Los Angeles Unified,Wallis Annenberg High,Los Angeles
2023,117,115,117,115,106,121,Los Angeles,Los Angeles Unified,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles
2023,72,69,72,69,35,121,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia & Performing,Van Nuys
2023,114,112,114,112,79,121,Los Angeles,Los Angeles Unified,Stella High Charter Academy,Los Angeles
2022,102,97,101,96,71,121,Los Angeles,Los Angeles Unified,Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles
2023,92,71,91,70,50,121,Los Angeles,Los Angeles Unified,Valor Academy High,Panorama City
2022,92,87,81,79,25,121,Napa,Saint Helena Unified,Saint Helena High,St Helena
2023,87,84,87,84,30,121,San Bernardino,Helendale Elementary,Sage Oak Charter,Redlands
2023,31,11,31,11,1,120,Imperial,Calexico Unified,Aurora High (Continuation),Calexico
2022,113,110,111,109,74,120,Imperial,Holtville Unified,Holtville High,Holtville
2022,86,77,86,77,58,120,Los Angeles,Los Angeles Unified,Stella High Charter Academy,Los Angeles
2022,100,96,100,96,84,120,Los Angeles,Los Angeles Unified,University Preparatory Value High,Los Angeles
2023,84,81,79,76,31,120,Napa,Saint Helena Unified,Saint Helena High,St Helena
2022,17,14,16,14,3,120,Orange,Orange Unified,Richland Continuation High,Orange
2022,17,15,14,12,2,120,Sacramento,Sacramento City Unified,American Legion High (Continuation),Sacramento
2023,26,21,6,4,,120,San Luis Obispo,San Luis Obispo County Office of Education,Grizzly ChalleNGe Charter,San Luis Obispo
2022,74,71,74,71,23,120,Santa Clara,Santa Clara County Office of Education,Summit Public School: Tahoma,San Jose
2023,111,106,105,102,75,120,Tulare,Porterville Unified,Harmony Magnet Academy,Strathmore
2022,48,39,46,38,18,119,Alameda,Oakland Unified,"Independent Study, Sojourner Truth",Oakland
2022,88,83,87,83,33,119,Humboldt,Northern Humboldt Union High,McKinleyville High,Mckinleyville
2022,114,106,114,106,92,119,Los Angeles,Los Angeles Unified,Alliance Dr. Olga Mohan High,Los Angeles
2022,113,109,113,109,85,119,Los Angeles,Los Angeles Unified,Alliance Morgan McKinzie High,Los Angeles
2022,88,67,83,65,51,119,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,Los Angeles
2022,8,6,7,5,,119,Los Angeles,Rowland Unified,Santana High (Continuation),Rowland Heights
2022,52,50,49,48,28,119,Mendocino,Fort Bragg Unified,Fort Bragg High,Fort Bragg
2023,73,61,63,55,7,119,Riverside,Desert Sands Unified,Summit High (Continuation),La Quinta
2022,55,54,55,54,17,119,Riverside,Menifee Union Elementary,Santa Rosa Academy,Menifee
2022,96,95,96,95,44,119,San Diego,San Diego Unified,High Tech High,San Diego
2023,95,94,95,94,50,119,San Francisco,San Francisco Unified,Gateway High,San Francisco
2022,47,45,47,45,14,119,Santa Cruz,San Lorenzo Valley Unified,Ocean Grove Charter,Placerville
2023,64,60,58,55,34,119,Shasta,Anderson Union High,Anderson High,Anderson
2022,101,96,99,94,68,119,Tulare,Porterville Unified,Harmony Magnet Academy,Strathmore
2022,116,116,116,116,84,118,Alameda,Oakland Unified,AIMS College Prep High,Oakland
2023,118,116,114,112,77,118,Imperial,Holtville Unified,Holtville High,Holtville
2022,45,42,42,39,20,118,Lake,Middletown Unified,Middletown High,Middletown
2022,115,103,115,103,78,118,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles
2023,114,103,106,96,73,118,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,Los Angeles
2022,102,82,101,81,68,118,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,Los Angeles
2022,20,19,14,13,2,118,Riverside,Lake Elsinore Unified,Keith McCarthy Academy,Lake Elsinore
2023,80,80,80,80,32,118,Sacramento,Natomas Unified,Natomas Charter,Sacramento
2023,95,94,95,94,31,118,Santa Clara,Santa Clara County Office of Education,University Preparatory Academy Charter,San Jose
2022,21,19,18,17,2,118,Santa Clara,East Side Union High,Pegasus High,San Jose
2023,14,9,,,,118,Sutter,Yuba City Unified,Albert Powell Continuation,Yuba City
2022,24,22,19,17,7,117,Fresno,Central Unified,Central Unified Alternative/Opportunity,Fresno
2022,1,1,,,,117,Kern,Wasco Union High,Wasco Independence High,Wasco
2022,58,55,51,50,25,117,Lake,Kelseyville Unified,Kelseyville High,Kelseyville
2022,100,97,100,97,76,117,Los Angeles,Los Angeles Unified,Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles
2022,106,99,104,99,56,117,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,Carson
2022,66,63,60,59,19,117,Los Angeles,Santa Monica-Malibu Unified,Malibu High,Malibu
2022,36,32,29,25,6,117,Napa,Napa Valley Unified,Valley Oak High,Napa
2023,49,47,49,47,24,117,Riverside,Menifee Union Elementary,Santa Rosa Academy,Menifee
2022,11,10,11,10,2,117,San Bernardino,Oro Grande,Mojave River Academy - Route 66,Victorville
2023,101,94,101,94,24,116,Fresno,Fresno Unified,University High,Fresno
2023,98,92,92,88,72,116,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,Los Angeles
2022,92,89,92,89,72,116,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,Los Angeles
2022,112,101,112,101,80,116,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,Los Angeles
2023,95,81,77,76,26,116,Nevada,Nevada Joint Union High,Bear River High,Grass Valley
2022,15,13,14,12,4,116,Riverside,Desert Sands Unified,Summit High (Continuation),La Quinta
2023,26,26,17,17,3,116,Sacramento,Elk Grove Unified,Calvine High,Sacramento
2022,39,33,34,30,21,116,San Diego,San Diego Unified,San Diego Business/Leadership,San Diego
2023,107,103,106,102,58,116,San Diego,San Diego Unified,High Tech High,San Diego
2022,7,7,5,5,,116,San Joaquin,Lodi Unified,Plaza Robles Continuation High,Stockton
2023,66,64,66,64,31,115,El Dorado,Buckeye Union Elementary,Cottonwood,El Dorado Hills
2022,109,109,108,108,16,115,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),Lancaster
2023,111,107,111,107,92,115,Los Angeles,Los Angeles Unified,Alliance Dr. Olga Mohan High,Los Angeles
2023,109,99,99,90,52,115,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,Carson
2022,100,95,100,95,48,115,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,Carson
2023,46,38,38,34,15,115,Riverside,Lake Elsinore Unified,Keith McCarthy Academy,Lake Elsinore
2022,53,51,53,51,16,115,San Bernardino,Lucerne Valley Unified,Sky Mountain Charter,Placerville
2022,,,,,,115,San Bernardino,Lucerne Valley Unified,Granite Mountain Charter,Lucerne Valley
2022,87,83,87,83,26,115,Santa Clara,Santa Clara County Office of Education,University Preparatory Academy Charter,San Jose
2022,69,65,65,63,39,115,Tulare,Burton Elementary,Summit Charter Academy,Porterville
2022,41,37,38,37,15,114,Calaveras,Bret Harte Union High,Bret Harte Union High,Altaville
2023,79,70,75,68,49,114,Los Angeles,Los Angeles Unified,East Valley Senior High,Los Angeles
2022,99,96,99,96,79,114,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,Los Angeles
2023,107,96,97,91,63,114,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,Long Beach
2022,113,108,112,108,74,114,Los Angeles,Paramount Unified,Odyssey STEM Academy,Lakewood
2023,28,28,19,19,6,114,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,Placentia
2023,33,23,29,20,9,114,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,Sacramento
2023,64,61,64,61,28,114,San Bernardino,Lucerne Valley Unified,Sky Mountain Charter,Placerville
2023,78,71,75,69,47,114,San Francisco,San Francisco Unified,Marshall (Thurgood) High,San Francisco
2022,6,6,,,,114,Solano,Vallejo City Unified,John Finney High (Continuation),Vallejo
2022,77,76,77,76,24,113,Fresno,Fresno Unified,University High,Fresno
2023,13,13,12,12,4,113,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),Covina
2023,92,78,91,77,48,113,Los Angeles,Los Angeles Unified,Wallis Annenberg High,Los Angeles
2022,119,116,119,116,85,113,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,San Fernando
2023,69,61,61,55,22,113,Riverside,Temecula Valley Unified,Susan H. Nelson,Temecula
2023,16,12,13,9,,113,San Joaquin,Lodi Unified,Liberty High,Lodi
2022,72,62,72,62,38,113,Santa Clara,East Side Union High,Alpha Cindy Avitia High,San Jose
2022,93,87,93,87,59,113,Santa Clara,East Side Union High,Latino College Preparatory Academy,San Jose
2022,54,50,51,49,30,113,Shasta,Anderson Union High,Anderson High,Anderson
2023,30,23,22,15,9,113,Shasta,Shasta Union High,Pioneer Continuation High,Redding
2022,54,49,54,49,40,112,Alameda,Oakland Unified,LPS Oakland R & D Campus,Oakland
2023,61,54,58,52,19,112,Lake,Middletown Unified,Middletown High,Middletown
2023,104,95,95,90,73,112,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,Hawthorne
2023,102,93,98,90,61,112,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),San Fernando
2022,32,30,30,28,19,112,Riverside,Hemet Unified,Academy of Innovation,Hemet
2022,97,96,97,96,42,112,San Joaquin,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,Stockton
2022,64,59,64,59,26,112,Shasta,Gateway Unified,Central Valley High,Shasta Lake
2022,68,67,68,67,17,111,Alameda,Oakland Unified,Oakland School for the Arts,Oakland
2023,103,98,103,98,90,111,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,Los Angeles
2022,110,106,110,106,92,111,Los Angeles,Los Angeles Unified,Alliance Ted K. Tajima High,Los Angeles
2022,28,23,28,23,12,111,Sacramento,Sacramento City Unified,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento
2022,,,,,,111,San Bernardino,Oro Grande,Mojave River Academy - Silver Mountain,Barstow
2022,7,6,6,5,1,111,San Bernardino,Yucaipa-Calimesa Joint Unified,Green Valley High,Yucaipa
2022,53,52,53,52,32,111,San Bernardino,Hesperia Unified,Encore Jr./Sr. High School for the Performing and Visual Arts,Hesperia
2023,6,4,,,,111,Solano,Vallejo City Unified,John Finney High (Continuation),Vallejo
2023,71,68,71,68,57,110,Alameda,Oakland Unified,Oakland Charter High,Oakland
2022,1,1,1,1,,110,Butte,Butte County Office of Education,CORE Butte Charter,Chico
2023,13,9,,,,110,Contra Costa,Antioch Unified,Bidwell Continuation High,Antioch
2022,98,93,93,88,55,110,Fresno,Golden Plains Unified,Tranquillity High,Tranquillity
2022,18,12,14,9,3,110,Imperial,Calexico Unified,Aurora High (Continuation),Calexico
2022,106,102,96,92,62,110,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,Los Angeles
2023,108,102,101,96,84,110,Los Angeles,Los Angeles Unified,UCLA Community K-12,Los Angeles
2022,88,82,87,81,47,110,Los Angeles,Los Angeles Unified,Sotomayor Arts and Sciences Magnet,Los Angeles
2023,94,90,94,90,78,110,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,Los Angeles
2023,100,92,96,88,49,110,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,Carson
2023,108,104,102,100,85,110,Los Angeles,Los Angeles Unified,Ednovate - Brio College Prep,Los Angeles
2022,33,29,32,28,5,110,Orange,Tustin Unified,Hillview High (Continuation),Santa Ana
2022,15,14,7,7,,110,Riverside,Corona-Norco Unified,Orange Grove High,Corona
2022,109,95,102,93,59,110,Riverside,Perris Union High,California Military Institute,Perris
2022,28,19,21,14,,110,Riverside,San Jacinto Unified,Mountain View High,San Jacinto
2023,38,33,35,31,7,110,Riverside,Coachella Valley Unified,La Familia Continuation High,Thermal
2023,39,30,23,18,11,110,San Bernardino,Rialto Unified,Zupanic Virtual Academy,Rialto
2023,12,11,,,,110,Ventura,Simi Valley Unified,Monte Vista,Simi Valley
2023,53,41,53,41,25,109,Alameda,Oakland Unified,LPS Oakland R & D Campus,Oakland
2023,38,35,29,26,12,109,Kern,Kern High,Kern Valley High,Lake Isabella
2023,101,99,101,99,76,109,Los Angeles,Los Angeles Unified,Alliance Morgan McKinzie High,Los Angeles
2023,90,85,87,82,70,109,Los Angeles,Los Angeles Unified,Alliance Marine - Innovation and Technology 6-12 Complex,Los Angeles
2022,82,75,79,74,49,109,Merced,Le Grand Union High,Le Grand High,Le Grand
2022,26,23,22,20,2,109,Riverside,Riverside Unified,Abraham Lincoln Continuation,Riverside
2022,21,19,20,18,1,109,Sacramento,Twin Rivers Unified,Pacific Career and Technology High,North Highlands
2022,3,3,,,,109,San Bernardino,Chino Valley Unified,Buena Vista Continuation High,Chino
2022,17,16,17,16,5,109,San Bernardino,Lucerne Valley Unified,Gorman Learning Center San Bernardino/Santa Clarita,Redlands
2022,48,47,27,27,11,109,Yolo,Winters Joint Unified,Winters High,Winters
2022,79,75,78,74,44,108,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Hayward
2022,65,61,62,60,29,108,Butte,Paradise Unified,Paradise Senior High,Paradise
2023,128,122,124,118,80,108,Fresno,Kings Canyon Joint Unified,Orange Cove High,Orange Cove
2022,19,16,18,15,4,108,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Cerritos
2023,95,94,94,93,18,108,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),Lancaster
2022,11,11,11,11,4,108,Los Angeles,Azusa Unified,Sierra High,Glendora
2022,15,11,12,9,5,108,Los Angeles,Baldwin Park Unified,North Park Continuation High,Baldwin Park
2023,86,81,86,81,74,108,Los Angeles,Los Angeles Unified,Central City Value,Los Angeles
2022,36,35,36,35,23,108,Los Angeles,Los Angeles Unified,PUC Lakeview Charter High,San Fernando
2023,105,99,105,99,93,108,Los Angeles,Los Angeles Unified,Alliance Ted K. Tajima High,Los Angeles
2023,106,104,106,104,95,108,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,Los Angeles
2023,45,44,36,36,16,108,Placer,Roseville Joint Union High,Independence High (Alternative),Roseville
2023,8,7,6,6,1,108,Sacramento,Natomas Unified,Discovery High,Sacramento
2023,21,19,21,19,6,108,San Bernardino,Lucerne Valley Unified,Gorman Learning Center San Bernardino/Santa Clarita,Redlands
2023,87,86,87,86,27,108,San Mateo,Jefferson Union High,Summit Public School: Shasta,Daly City
2023,57,55,57,55,22,107,Alameda,Oakland Unified,Oakland School for the Arts,Oakland
2023,61,58,53,51,21,107,Amador,Amador County Unified,Argonaut High,Jackson
2022,,,,,,107,Inyo,Inyo County Office of Education,YouthBuild Charter School of California,Los Angeles
2022,87,85,87,85,43,107,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,Pomona
2023,89,74,89,74,66,107,Los Angeles,Los Angeles Unified,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles
2023,87,82,83,79,57,107,Los Angeles,Montebello Unified,Applied Technology Center,Montebello
2022,31,30,31,30,12,107,Los Angeles,San Gabriel Unified,Options for Youth San Gabriel,San Gabriel
2022,46,45,39,38,7,107,Los Angeles,Acton-Agua Dulce Unified,iLEAD Hybrid,Acton
2023,74,70,69,65,30,107,Placer,Tahoe-Truckee Unified,North Tahoe High,Tahoe City
2022,86,74,86,74,58,107,Santa Clara,San Jose Unified,Downtown College Preparatory,San Jose
2022,77,77,77,77,26,107,Shasta,Shasta Union High,University Preparatory,Redding
2022,67,64,63,60,31,106,Colusa,Pierce Joint Unified,Pierce High,Arbuckle
2022,7,7,6,6,1,106,Contra Costa,Antioch Unified,Bidwell Continuation High,Antioch
2022,105,97,103,95,59,106,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Los Angeles
2023,87,79,87,79,69,106,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,Los Angeles
2023,18,16,11,9,3,106,Los Angeles,Pasadena Unified,Rose City High (Continuation),Pasadena
2023,80,68,80,68,54,106,San Diego,San Diego Unified,e3 Civic High,San Diego
2022,78,63,78,63,38,106,San Mateo,Sequoia Union High,Summit Preparatory Charter High,Redwood City
2022,83,82,83,82,39,106,Sonoma,Healdsburg Unified,Healdsburg High,Healdsburg
2023,20,17,13,13,,105,Alameda,Fremont Unified,Robertson High (Continuation),Fremont
2023,81,70,73,65,33,105,Colusa,Pierce Joint Unified,Pierce High,Arbuckle
2022,97,89,96,88,74,105,Fresno,Kings Canyon Joint Unified,Orange Cove High,Orange Cove
2022,106,105,106,105,8,105,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Wilmington
2023,84,84,84,84,53,105,Los Angeles,Los Angeles Unified,Larchmont Charter,Los Angeles
2022,91,82,83,76,49,105,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),San Fernando
2023,101,97,92,91,74,105,Los Angeles,Los Angeles Unified,Rise Kohyang High,Los Angeles
2023,,,,,,105,Sacramento,Sacramento City Unified,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento
2022,4,4,4,4,1,105,San Joaquin,New Jerusalem Elementary,Insight @ San Joaquin,Simi Valley
2023,97,91,94,90,48,105,San Joaquin,Stockton Unified,Stockton Early College Academy,Stockton
2023,77,76,77,76,21,105,San Joaquin,Tracy Joint Unified,Millennium Charter,Tracy
2022,12,10,11,9,6,105,Ventura,Simi Valley Unified,Monte Vista,Simi Valley
2022,10,9,9,8,2,104,Alameda,Fremont Unified,Robertson High (Continuation),Fremont
2023,7,7,,,,104,Contra Costa,Antioch Unified,Live Oak High (Continuation),Antioch
2023,28,27,19,18,4,104,Los Angeles,Azusa Unified,Sierra High,Glendora
2023,106,99,100,93,88,104,Los Angeles,Los Angeles Unified,Ednovate - Esperanza College Prep,Los Angeles
2023,57,48,48,42,17,104,Riverside,Moreno Valley Unified,Bayside Community Day,Moreno Valley
2022,11,10,11,10,6,104,Sacramento,Elk Grove Unified,SAVA - Sacramento Academic and Vocational Academy - EGUSD,Elk Grove
2022,13,12,12,11,1,104,Sacramento,Elk Grove Unified,Calvine High,Sacramento
2022,13,13,13,13,6,104,San Bernardino,Helendale Elementary,Empire Springs Charter,Temecula
2023,81,80,81,80,66,104,San Diego,Chula Vista Elementary,Chula Vista Learning Community Charter,San Diego
2023,107,105,101,99,91,104,San Diego,San Diego Unified,Preuss School UCSD,San Diego
2022,93,89,93,89,53,104,San Francisco,San Francisco Unified,KIPP San Francisco College Preparatory,San Francisco
2023,20,15,13,11,1,104,San Joaquin,Lodi Unified,Plaza Robles Continuation High,Stockton
2022,3,3,2,2,,104,San Joaquin,Lodi Unified,Liberty High,Lodi
2023,80,65,80,65,42,104,Santa Clara,East Side Union High,ACE Charter High,San Jose
2022,13,11,12,10,6,104,Tehama,Red Bluff Joint Union High,Salisbury High (Continuation),Red Bluff
2023,81,73,75,70,39,104,Tulare,Burton Elementary,Summit Charter Academy,Porterville
2023,5,4,3,2,1,103,Alameda,Alameda County Office of Education,Opportunity Academy,Oakland
2022,23,22,20,19,8,103,Fresno,Clovis Unified,Gateway High (Continuation),Clovis
2023,24,18,20,16,4,103,Fresno,Central Unified,Central Unified Alternative/Opportunity,Fresno
2023,89,82,82,76,43,103,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,Long Beach
2022,88,77,86,75,49,103,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,Long Beach
2023,89,86,89,86,63,103,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High,Sylmar
2023,24,22,24,22,16,103,Los Angeles,Rowland Unified,iQ Academy California-Los Angeles,Simi Valley
2022,10,5,8,4,,103,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,Placentia
2022,21,13,18,10,,103,Riverside,Alvord Unified,Alvord High,Riverside
2023,80,72,71,63,38,103,Riverside,Riverside Unified,Riverside Virtual,Riverside
2022,51,49,51,49,15,103,San Diego,Oceanside Unified,Coastal Academy Charter,Oceanside
2023,66,58,66,58,42,103,Santa Clara,East Side Union High,Alpha Cindy Avitia High,San Jose
2023,76,74,74,72,20,103,Solano,Vacaville Unified,Buckingham Collegiate Charter Academy,Vacaville
2022,8,5,5,2,1,102,Los Angeles,Glendale Unified,Daily (Allan F.) High (Continuation),Glendale
2023,89,74,85,72,61,102,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,Los Angeles
2023,97,92,97,92,78,102,Los Angeles,Los Angeles Unified,Ednovate - East College Prep,Los Angeles
2022,23,22,21,20,6,102,Orange,Capistrano Unified,California Preparatory Academy,San Juan Cap
2023,18,18,3,3,2,102,Orange,Huntington Beach Union High,Coast High,Huntington Beach
2022,68,64,68,64,42,102,Riverside,San Jacinto Unified,San Jacinto Valley Academy,San Jacinto
2023,23,19,12,11,8,102,Sacramento,Sacramento City Unified,Capital City Independent Study,Sacramento
2022,47,46,47,46,16,102,San Bernardino,Helendale Elementary,Sage Oak Charter,Redlands
2022,36,32,35,31,10,102,Ventura,Ventura County Office of Education,Vista Real Charter High,Oxnard
2022,50,50,50,50,27,101,Butte,Chico Unified,Inspire School of Arts and Sciences,Chico
2022,58,54,57,54,29,101,Glenn,Willows Unified,Willows High,Willows
2023,27,24,18,17,11,101,Los Angeles,Bellflower Unified,Somerset High,Bellflower
2022,63,57,57,52,40,101,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High,Los Angeles
2023,86,73,86,73,63,101,Los Angeles,Los Angeles Unified,Animo Venice Charter High,Venice
2023,99,88,92,85,76,101,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,Los Angeles
2023,,,,,,101,Nevada,Nevada County Office of Education,John Muir Charter,Sacramento
2022,60,58,59,57,29,101,Sacramento,River Delta Joint Unified,Rio Vista High,Rio Vista
2023,13,12,13,12,5,101,San Bernardino,Oro Grande,Mojave River Academy - Route 66,Victorville
2023,91,87,86,83,42,101,San Diego,SBC - High Tech High,High Tech High Mesa,San Diego
2022,103,101,99,99,85,101,San Joaquin,Stockton Unified,Health Careers Academy,Stockton
2022,1,,,,,100,Alameda,Alameda County Office of Education,Opportunity Academy,Oakland
2022,15,12,12,11,2,100,Alameda,Oakland Unified,Dewey Academy High,Oakland
2022,81,78,81,78,62,100,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,Los Angeles
2023,59,40,50,34,1,100,Los Angeles,Rowland Unified,Santana High (Continuation),Rowland Heights
2022,13,12,13,12,7,100,Madera,Madera Unified,Duane E. Furman Independent Study,Madera
2023,105,98,101,95,71,100,Merced,Le Grand Union High,Le Grand High,Le Grand
2022,71,67,66,64,31,100,Placer,Tahoe-Truckee Unified,North Tahoe High,Tahoe City
2023,95,63,88,58,22,100,Riverside,Alvord Unified,Alvord High,Riverside
2022,45,39,43,39,20,100,San Joaquin,New Jerusalem Elementary,Delta Charter,Tracy
2022,92,87,89,84,40,100,San Joaquin,Stockton Unified,Stockton Early College Academy,Stockton
2023,79,74,79,74,33,100,Ventura,Ventura County Office of Education,Vista Real Charter High,Oxnard
2023,82,75,82,75,56,99,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Hayward
2022,45,42,45,42,36,99,Los Angeles,Los Angeles Unified,New Designs Charter,Los Angeles
2023,91,81,86,77,66,99,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,Los Angeles
2023,87,78,80,74,59,99,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Los Angeles
2022,86,73,74,65,43,99,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Arts/Theatre/Entertain Mag,San Fernando
2023,80,72,74,68,50,99,Los Angeles,Los Angeles Unified,Belmont Senior High,Los Angeles
